name,degree,strength,community,outdegree
Grelland H,0,0,6,8
Cera A,0,0,6,4
Cernica V,0,0,6,12
Baltzerjaray K,0,0,6,5
Petkovic T,0,0,6,7
Huang W,0,0,6,5
Guillen G,0,0,6,14
Vicuna E,0,0,6,12
Cabrera C,0,0,6,9
Kononetc D,0,0,6,3
Kunschova J,0,0,6,4
Ng C,0,0,6,14
Landerer C,0,0,6,12
Saury J,0,0,6,12
Linhares J,0,0,6,4
Bessmeltseva O,0,0,6,3
Godel F,0,0,6,3
Junichi M,0,0,6,6
Gromyko N,0,0,6,1
Schuback M,0,0,6,7
Peterson K,0,0,6,7
Dougherty C,0,0,6,5
Vieira A,0,0,6,6
Caneo S,0,0,6,5
Copelj E,0,0,6,10
Georgieva M,0,0,6,5
Sanchez,0,0,6,1
Hala V,0,0,6,5
Ticac I,0,0,6,10
Vincent G,0,0,6,2
Puricelli F,0,0,6,8
Blanquicet H,0,0,6,3
Blascak F,0,0,6,1
Fang X,0,0,6,3
Fuentes P,0,0,6,3
Junglos M,0,0,6,4
Kumar F,0,0,6,2
Leserre D,0,0,6,3
Menendez R,0,0,6,3
Motrosilova N,0,0,6,1
Nielsen H,0,0,6,1
Olejniczak M,0,0,6,4
Pighetti N,0,0,6,1
Prosen T,0,0,6,4
Quesada B,0,0,6,4
Sin C,0,0,6,1
Slowikova K,0,0,6,4
Solovev E,0,0,6,8
Soncini U,0,0,6,6
Andrews M,0,0,6,5
Cifuentes A,0,0,6,1
Pyra L,0,0,6,2
Trutty,0,0,6,2
Rommel M,0,0,6,1
Tymenetska A,0,0,6,1
Wittgenstein L,184,243,7,0
Rorty R,69,76,7,0
Nussbaum M,58,68,7,0
Wahl J,17,19,7,0
Svenaeus F,13,18,7,77
Goffman E,15,18,7,0
Carel H,12,16,7,56
Hadot P,14,16,7,0
Scarry E,13,15,7,0
Toombs S,9,14,7,0
Cooper D,8,13,7,0
Decety J,10,12,7,0
Kleinman A,9,12,7,0
Gier N,10,11,7,44
Moore A,10,11,7,0
Reeder H,7,11,7,0
Buhler K,10,10,7,0
Csikszentmihalyi M,9,10,7,0
Hacker P,8,10,7,0
Simon H,7,10,7,0
Winch P,9,10,7,0
Glock H,8,9,7,0
Newman J,5,9,7,0
Urmson J,8,9,7,0
Wild J,9,9,7,0
Wilson D,8,9,7,0
Batson C,5,8,7,0
Ehrenreich B,6,8,7,0
Stueber K,6,8,7,0
Turing A,6,8,7,0
Monk R,6,7,7,22
Cottingham J,6,7,7,0
Engel G,5,7,7,0
Frank A,5,7,7,0
Long A,7,7,7,0
Williams S,5,7,7,0
Beck L,5,6,7,0
Good B,5,6,7,0
Greenberg C,6,6,7,0
Kerr F,6,6,7,0
Klee P,5,6,7,0
Owens J,5,6,7,0
Pellegrino E,5,6,7,0
Pickard H,5,6,7,0
Plutarch,6,6,7,0
Taine H,4,6,7,0
Baker G,5,5,7,0
Brown T,5,5,7,0
Cassell E,5,5,7,0
Cooper J,5,5,7,0
Dullstein M,3,5,7,0
Elliott C,5,5,7,0
Emerson R,5,5,7,0
Epictetus,5,5,7,0
Floridi L,4,5,7,0
Katz J,5,5,7,0
Marotta J,4,5,7,0
May R,5,5,7,0
Morgan M,5,5,7,0
Pears D,4,5,7,0
Rhees R,5,5,7,0
Schmitz K,5,5,7,0
Sontag S,3,5,7,0
Starobinski J,5,5,7,0
Vanpeursen C,5,5,7,0
Walker R,5,5,7,0
White R,5,5,7,0
Kidd I,4,4,7,54
Park B,4,4,7,22
Gill J,3,4,7,10
Laugier S,3,4,7,7
Arnauld A,3,4,7,0
Bazaluk O,3,4,7,0
Conant J,4,4,7,0
Dahl R,3,4,7,0
Diamond C,4,4,7,0
Fox R,4,4,7,0
Frie R,3,4,7,0
Gaita R,3,4,7,0
Gomez J,4,4,7,0
Hoffman R,4,4,7,0
Jenkins H,3,4,7,0
Jones L,3,4,7,0
Lacroix J,3,4,7,0
Marcus R,4,4,7,0
Munson T,4,4,7,0
Nedo M,4,4,7,0
Odin S,4,4,7,0
Paul J,4,4,7,0
Sapir E,3,4,7,0
Schmicking D,4,4,7,0
Sextus E,4,4,7,0
Skinner Q,4,4,7,0
Von A,4,4,7,0
Wall P,3,4,7,0
Noe R,3,3,7,14
Alexander S,3,3,7,0
Boorse C,3,3,7,0
Boroditsky L,3,3,7,0
Cataldi S,3,3,7,0
Cavanaugh W,3,3,7,0
Celibidache S,3,3,7,0
Chen A,3,3,7,0
Chevalier J,3,3,7,0
Chillida E,2,3,7,0
Cohen E,3,3,7,0
Cooper R,3,3,7,0
Diamond J,3,3,7,0
Donagan A,3,3,7,0
Dupuy B,3,3,7,0
Erickson S,2,3,7,0
Fichtner G,3,3,7,0
Frank R,3,3,7,0
Gergen K,3,3,7,0
Guttenplan S,3,3,7,0
Heersmink R,3,3,7,0
Hughes H,3,3,7,0
Janik A,2,3,7,0
Johnson D,3,3,7,0
Johnson H,3,3,7,0
Jolivet R,3,3,7,0
Kastrup B,2,3,7,0
Kleinberg E,3,3,7,0
Kramer P,2,3,7,0
Lange E,3,3,7,0
Lee D,3,3,7,0
Lee J,3,3,7,0
Lloyd M,3,3,7,0
Lovelock J,2,3,7,0
Mandel R,3,3,7,0
Marcum J,2,3,7,0
Marion M,3,3,7,0
Mcguinness B,3,3,7,0
Medina J,3,3,7,0
Mercier C,3,3,7,0
Michael S,3,3,7,0
Milkov N,2,3,7,0
Mugerauer R,3,3,7,0
Paul H,2,3,7,0
Reich W,3,3,7,0
Schulte J,3,3,7,0
Shopengauer A,3,3,7,0
Sokal A,2,3,7,0
Stroll A,2,3,7,0
Tehennepe E,2,3,7,0
Thayer H,3,3,7,0
Vonwright G,3,3,7,0
Waismann F,3,3,7,0
Wyss D,3,3,7,0
Vrahimis A,2,2,7,72
Knasas J,1,2,7,15
Wynn M,2,2,7,16
Kwan T,2,2,7,16
Owen D,2,2,7,10
Burley M,1,2,7,7
Noe K,2,2,7,9
Escribano X,2,2,7,14
Amundson R,2,2,7,0
Apkarian A,2,2,7,0
Arkin R,2,2,7,0
Arnim H,2,2,7,0
Askay R,2,2,7,0
Barrie T,1,2,7,0
Bentham J,2,2,7,0
Bochenski I,2,2,7,0
Bonnet C,2,2,7,0
Bossart W,2,2,7,0
Brandt F,1,2,7,0
Bremond H,1,2,7,0
Brennan J,2,2,7,0
Brueckner A,2,2,7,0
Buller T,2,2,7,0
Bullington J,2,2,7,0
Bumiller E,2,2,7,0
Bury M,1,2,7,0
Cahalan J,1,2,7,0
Chappell V,2,2,7,0
Chenu M,2,2,7,0
Cohensolal A,2,2,7,0
Conway K,1,2,7,0
Cook M,2,2,7,0
Cooper S,2,2,7,0
Copi I,2,2,7,0
Costanza R,2,2,7,0
Cover J,2,2,7,0
Craig K,2,2,7,0
Crary A,2,2,7,0
Dahms H,2,2,7,0
Darling K,1,2,7,0
Dartigues A,2,2,7,0
Darwell S,2,2,7,0
Dawson G,2,2,7,0
Degrazia D,2,2,7,0
Descerteau M,2,2,7,0
Detracy D,2,2,7,0
Dewan L,1,2,7,0
Dijksterhuis E,2,2,7,0
Dillon J,1,2,7,0
Dingemanse M,1,2,7,0
Dostal R,2,2,7,0
Drury M,2,2,7,0
Engel S,2,2,7,0
Engelmann M,2,2,7,0
Englebert J,2,2,7,0
Fay T,2,2,7,0
Fischerlichte E,2,2,7,0
Forest A,2,2,7,0
Forst R,2,2,7,0
Frede M,2,2,7,0
Freeman C,2,2,7,0
French P,2,2,7,0
Friedman B,2,2,7,0
Galvez J,2,2,7,0
Ghaemi S,2,2,7,0
Giummarra M,2,2,7,0
Glannon W,2,2,7,0
Goldfarb W,2,2,7,0
Goldsmith M,2,2,7,0
Gouhier H,2,2,7,0
Gould S,2,2,7,0
Gustafsson L,2,2,7,0
Haller R,2,2,7,0
Hallett G,2,2,7,0
Hallie P,2,2,7,0
Halling S,2,2,7,0
Halpern J,2,2,7,0
Hansson K,2,2,7,0
Harrow M,2,2,7,0
Hawkins D,1,2,7,0
Hems J,2,2,7,0
Henle R,2,2,7,0
Herf J,2,2,7,0
Hoffman L,2,2,7,0
Horrell D,1,2,7,0
Jean R,2,2,7,0
Jiang Y,2,2,7,0
Joseph J,1,2,7,0
Kiran A,2,2,7,0
Klein E,2,2,7,0
Kublerross E,2,2,7,0
Kugler P,2,2,7,0
Lanzoni S,2,2,7,0
Lash N,2,2,7,0
Lavelle L,2,2,7,0
Leader D,2,2,7,0
Levchenko V,1,2,7,0
Levine B,2,2,7,0
Levine G,2,2,7,0
Light S,2,2,7,0
Lilly R,2,2,7,0
Lindsey E,1,2,7,0
Louette J,1,2,7,0
Lyon D,1,2,7,0
Mary A,2,2,7,0
Mason R,2,2,7,0
Matson R,2,2,7,0
Mattingly C,2,2,7,0
Maurer A,2,2,7,0
Mccool G,2,2,7,0
Mcpherran M,2,2,7,0
Merrill B,2,2,7,0
Mettepenningen J,2,2,7,0
Moreira V,2,2,7,0
Nedoncelle M,2,2,7,0
Norris T,2,2,7,0
North D,2,2,7,0
Paul D,2,2,7,0
Pereira M,2,2,7,0
Picard R,1,2,7,0
Pihlstrom S,2,2,7,0
Quinton A,2,2,7,0
Ratzsch D,1,2,7,0
Rey R,2,2,7,0
Rhodes M,2,2,7,0
Rist J,2,2,7,0
Romanyshyn R,2,2,7,0
Russow L,2,2,7,0
Salmeron F,2,2,7,0
Sandelowski M,2,2,7,0
Sanford D,2,2,7,0
Saunders J,2,2,7,0
Schenck D,2,2,7,0
Schmaus W,2,2,7,0
Scholz O,2,2,7,0
Seneca,2,2,7,0
Shanker S,2,2,7,0
Sheppard D,2,2,7,0
Siegel J,2,2,7,0
Solove D,1,2,7,0
Sparrow R,1,2,7,0
Stahl G,2,2,7,0
Stassen M,2,2,7,0
Sukachev V,1,2,7,0
Swinton J,1,2,7,0
Thorne S,1,2,7,0
Tucker H,1,2,7,0
Van S,2,2,7,0
Walgrave J,2,2,7,0
Weigel G,2,2,7,0
Westeberhard M,2,2,7,0
Wilson S,1,2,7,0
Yalom I,2,2,7,0
Zamuner E,2,2,7,0
Ziccardi G,1,2,7,0
Williams H,1,1,7,48
Graver M,1,1,7,17
Coeckelbergh M,1,1,7,44
Kenaan H,1,1,7,28
Alexander I,1,1,7,6
Kuusela O,1,1,7,10
Gilbert F,0,0,7,11
Castrodeza C,0,0,7,14
Swer G,0,0,7,16
Beran O,0,0,7,25
White W,0,0,7,13
Garfitt T,0,0,7,29
Bennett,0,0,7,17
Heaton J,0,0,7,22
Lima D,0,0,7,21
Buenogomez N,0,0,7,31
Lekhtsier V,0,0,7,9
Tincani P,0,0,7,12
Garciaalandete J,0,0,7,29
Lysaught M,0,0,7,13
Arrington R,0,0,7,12
Baiasu R,0,0,7,17
Weinzweig M,0,0,7,22
Bilyk V,0,0,7,4
Yablokov A,0,0,7,10
Cristaldi G,0,0,7,10
Skof L,0,0,7,12
Bykov E,0,0,7,14
Talia W,0,0,7,14
Elwood B,0,0,7,6
Herbert G,0,0,7,7
Overvold G,0,0,7,6
Seuren P,0,0,7,17
Dulles A,0,0,7,5
Dehnel P,0,0,7,17
Soutif L,0,0,7,8
Saraga M,0,0,7,15
Floyd J,0,0,7,19
Comas A,0,0,7,1
Degennaro I,0,0,7,4
Groth M,0,0,7,5
Cormann G,0,0,7,13
Fermandois E,0,0,7,13
Corrington R,0,0,7,5
Konchak W,0,0,7,7
Hammond D,0,0,7,9
Sobrevilla D,0,0,7,6
Korotkikh V,0,0,7,3
Furze R,0,0,7,3
Csef H,0,0,7,3
Ortegaygasset J,38,58,8,0
Apel K,25,29,8,0
Zubiri X,10,18,8,0
Watsuji T,9,12,8,0
Goleman D,7,7,8,0
Marias J,7,7,8,0
Beilock S,4,6,8,0
Cerezo P,5,6,8,0
Kerszberg P,6,6,8,0
Mcluhan M,5,6,8,0
Carter R,5,5,8,0
Ferratermora J,5,5,8,0
Gracia D,3,5,8,0
Morente M,5,5,8,0
Yuasa Y,4,5,8,0
Fenwick P,3,4,8,0
Gilbert D,4,4,8,0
Hatab L,4,4,8,0
Messer A,3,4,8,0
Nagatomo S,3,4,8,0
Suzuki D,4,4,8,0
Breivik G,2,3,8,0
Fontana D,3,3,8,0
Franklin S,3,3,8,0
Gabel M,3,3,8,0
Garciamorente M,3,3,8,0
Hessen J,3,3,8,0
Jimenez M,3,3,8,0
Kim S,3,3,8,0
Luijpen W,3,3,8,0
Melville H,3,3,8,0
Molinuevo J,2,3,8,0
Moreno M,3,3,8,0
Oliver A,3,3,8,0
Pintorramos A,2,3,8,0
Rogers C,3,3,8,0
Sachs J,3,3,8,0
Vorlander K,2,3,8,0
Weinstein M,2,3,8,0
White M,3,3,8,0
Wilson C,3,3,8,0
Ansermet E,2,2,8,0
Aranguren J,2,2,8,0
Benso S,2,2,8,0
Boyer J,2,2,8,0
Cachoviu V,1,2,8,0
Cappelen H,2,2,8,0
Cleary T,2,2,8,0
Corominas J,2,2,8,0
Cresswell M,2,2,8,0
Diaz C,2,2,8,0
Dors E,2,2,8,0
Eulau H,2,2,8,0
Eysenck M,2,2,8,0
Fox M,2,2,8,0
Gonzalez M,2,2,8,0
Graham J,2,2,8,0
Hernandez S,2,2,8,0
Herrigel E,2,2,8,0
Hoffmann A,2,2,8,0
Hubscher A,2,2,8,0
Hurtado G,1,2,8,0
Ilundainagurruza J,1,2,8,0
Jansen K,1,2,8,0
Krein K,1,2,8,0
Krifka M,2,2,8,0
Landman F,2,2,8,0
Maraldo J,2,2,8,0
Marina J,2,2,8,0
Marquez C,2,2,8,0
Moe V,2,2,8,0
Morgan W,2,2,8,0
Newman K,2,2,8,0
Parker H,2,2,8,0
Paulsen F,2,2,8,0
Percy W,2,2,8,0
Persinger M,1,2,8,0
Portilla J,2,2,8,0
Prechtl P,2,2,8,0
Presas M,2,2,8,0
Raley H,2,2,8,0
Runes D,2,2,8,0
Sander A,2,2,8,0
Schwartz T,2,2,8,0
Shields J,2,2,8,0
Silver P,2,2,8,0
Strassman R,2,2,8,0
Takuan S,1,2,8,0
Thomason R,2,2,8,0
Tim C,2,2,8,0
Tokitsu K,1,2,8,0
Tuttle H,2,2,8,0
Yamamoto T,1,2,8,0
Zea L,1,2,8,0
Conill J,1,1,8,17
Ilundain,0,0,8,47
Felix F,0,0,8,10
Delandazuri C,0,0,8,21
Grimwood T,0,0,8,8
Culbertson C,0,0,8,13
Duque C,0,0,8,28
Gonzalez S,0,0,8,8
Tolvajcic D,0,0,8,10
Corazza O,0,0,8,20
Colapinto A,0,0,8,14
Solari E,0,0,8,17
Decarvalho J,0,0,8,16
Schreiner C,0,0,8,7
Alic S,0,0,8,5
Gutierrez P,0,0,8,10
Demeneses R,0,0,8,9
Sanchez J,0,0,8,8
Singh B,0,0,8,9
Sanchez C,0,0,8,15
Fernandez E,0,0,8,4
Oconnor R,0,0,8,5
Raval R,0,0,8,5
Vita S,0,0,8,3
Gonzalez P,0,0,8,2
Yakovleva L,0,0,8,1
Peirce C,35,69,9,0
Rota G,12,21,9,0
Eco U,13,14,9,0
Hookway C,10,11,9,0
Stjernfelt F,8,10,9,0
Hartshorne C,9,9,9,0
Misak C,6,9,9,0
Short T,5,8,9,17
Colapietro V,7,8,9,0
Deely J,7,8,9,0
Bobbio N,7,7,9,0
Gentile G,6,7,9,0
Houser N,5,7,9,0
Mumford S,5,7,9,0
Preti G,6,7,9,0
Rossi P,7,7,9,0
Nunez R,6,6,9,0
Papi F,6,6,9,0
Serres M,6,6,9,0
Bourbaki N,5,5,9,0
Church A,5,5,9,0
Detienne A,2,5,9,0
Garrison J,4,5,9,0
Hallett M,5,5,9,0
Harre R,5,5,9,0
Hausman C,4,5,9,0
Hersh R,4,5,9,0
Kestenbaum V,4,5,9,0
Lakatos I,5,5,9,0
Mukarovsky J,4,5,9,0
Reder L,3,5,9,0
Walton D,4,5,9,0
Lanigan R,3,4,9,32
Lanciani A,3,4,9,12
Sonesson G,3,4,9,13
Abbagnano N,4,4,9,0
Anderson D,4,4,9,0
Beardsley M,4,4,9,0
Burch R,2,4,9,0
Ferreiros J,4,4,9,0
Fesmire S,2,4,9,0
Garin E,4,4,9,0
Gonzalez G,3,4,9,0
Hofstadter D,4,4,9,0
Ketner K,1,4,9,0
Lane R,3,4,9,0
Moore M,3,4,9,0
Noth W,4,4,9,0
Ransdell J,4,4,9,0
Santaella L,2,4,9,0
Schmidt H,4,4,9,0
Sini C,4,4,9,0
Suppe F,4,4,9,0
West D,3,4,9,0
Xirau J,4,4,9,0
Magnani L,3,3,9,19
Palombi F,3,3,9,24
Alexander T,1,3,9,0
Bellucci F,2,3,9,0
Bertamini M,3,3,9,0
Bhaskar R,2,3,9,0
Birkhoff G,3,3,9,0
Civita A,2,3,9,0
Connes A,3,3,9,0
Copleston F,3,3,9,0
Damiani E,3,3,9,0
Dieudonne J,3,3,9,0
Dominique J,3,3,9,0
Emmeche C,3,3,9,0
Flusser V,2,3,9,0
Gallie W,3,3,9,0
Gentili C,3,3,9,0
Geymonat L,3,3,9,0
Godelier M,2,3,9,0
Gowers T,2,3,9,0
Graham P,3,3,9,0
Grothendieck A,1,3,9,0
Hadamard J,3,3,9,0
Hughes J,3,3,9,0
Humberstone L,3,3,9,0
Innis R,2,3,9,0
Jackson A,2,3,9,0
Kapitan T,3,3,9,0
Lesniewski S,3,3,9,0
Liszka J,2,3,9,0
Ludwig W,3,3,9,0
Mayorga R,2,3,9,0
Mcallister J,3,3,9,0
Mohr C,3,3,9,0
Pelletier F,2,3,9,0
Pietarinen A,2,3,9,0
Polya G,3,3,9,0
Prawitz D,2,3,9,0
Rosensohn W,3,3,9,0
Rossi A,3,3,9,0
Semerari G,3,3,9,0
Semetsky I,2,3,9,0
Stendhal,3,3,9,0
Turrisi P,3,3,9,0
Vigorelli A,3,3,9,0
Vincent C,3,3,9,0
Weir A,3,3,9,0
Whittlesea B,3,3,9,0
Guardiola J,2,2,9,31
Patras F,2,2,9,26
Minazzi F,2,2,9,16
Shapiro G,2,2,9,2
Anderson L,2,2,9,0
Arangomunoz S,2,2,9,0
Archer M,2,2,9,0
Assunto R,2,2,9,0
Atherton J,2,2,9,0
Atkin A,2,2,9,0
Barbieri M,2,2,9,0
Barone F,2,2,9,0
Belnap N,2,2,9,0
Boisvert R,2,2,9,0
Borghesi A,2,2,9,0
Bottazzini U,2,2,9,0
Breitenbach A,2,2,9,0
Cambi F,2,2,9,0
Cartier P,1,2,9,0
Casey M,2,2,9,0
Cellucci C,2,2,9,0
Cole M,2,2,9,0
Corfield D,1,2,9,0
Couturat L,2,2,9,0
Culler J,2,2,9,0
Dalpra M,2,2,9,0
Damisch H,2,2,9,0
Desmurget M,2,2,9,0
Dewaal C,1,2,9,0
Ernest P,2,2,9,0
Fales W,2,2,9,0
Favareau D,2,2,9,0
Fingerhut J,2,2,9,0
Fisch M,2,2,9,0
Flaiano E,1,2,9,0
Frenkel E,2,2,9,0
Gandon S,2,2,9,0
Giorello G,2,2,9,0
Glasersfeld E,2,2,9,0
Glynn I,2,2,9,0
Grassi E,2,2,9,0
Guitart R,1,2,9,0
Halmos P,1,2,9,0
Henning H,2,2,9,0
Herbrand J,1,2,9,0
Hickman L,2,2,9,0
Hoyningenhuene P,2,2,9,0
Jablonka E,2,2,9,0
Jacobelli J,2,2,9,0
Jourdain P,2,2,9,0
Kent P,2,2,9,0
Kolmogorov A,2,2,9,0
Kosikov G,2,2,9,0
Kung J,2,2,9,0
Laing D,2,2,9,0
Laszlo T,2,2,9,0
Lipton P,2,2,9,0
Livingston E,1,2,9,0
Luna D,2,2,9,0
Mainland J,1,2,9,0
Malterud K,2,2,9,0
Mates B,2,2,9,0
Menicanti D,2,2,9,0
Mostowski A,2,2,9,0
Murphey M,2,2,9,0
Musalek M,2,2,9,0
Otte M,2,2,9,0
Paolucci C,2,2,9,0
Parker K,1,2,9,0
Perelman C,2,2,9,0
Postone M,2,2,9,0
Potter V,1,2,9,0
Rank O,2,2,9,0
Reber R,2,2,9,0
Reid C,2,2,9,0
Resnik M,2,2,9,0
Richardson F,2,2,9,0
"Richir, M",2,2,9,0
Robin R,2,2,9,0
Saghafi K,2,2,9,0
Sahlins M,2,2,9,0
Salemi R,2,2,9,0
Schiller J,2,2,9,0
Schnitzler H,1,2,9,0
Schroder E,2,2,9,0
Scotus J,2,2,9,0
Shayer M,1,2,9,0
Sheffer H,2,2,9,0
Shook J,2,2,9,0
Skagestad P,2,2,9,0
Sprinker M,2,2,9,0
Stables A,1,2,9,0
Stanley R,1,2,9,0
Sterne L,2,2,9,0
Stevenson N,2,2,9,0
Stolnitz J,2,2,9,0
Stroud S,2,2,9,0
Stuhr J,2,2,9,0
Suppes P,2,2,9,0
Tagerflusberg H,2,2,9,0
Tammet D,2,2,9,0
Thomas L,2,2,9,0
Thompson V,1,2,9,0
Thornhill R,2,2,9,0
Thurston W,1,2,9,0
Tiles J,2,2,9,0
Treves P,1,2,9,0
Vanheijenoort J,2,2,9,0
Vanquynh A,2,2,9,0
Voltaire,2,2,9,0
Warnke G,2,2,9,0
Wenzel C,1,2,9,0
White L,2,2,9,0
Wilden A,2,2,9,0
Wilkinson M,2,2,9,0
Willander J,2,2,9,0
Winkielman P,2,2,9,0
Wirth U,2,2,9,0
Wolff J,2,2,9,0
Youngentob S,2,2,9,0
Zalamea F,2,2,9,0
Zellner D,2,2,9,0
Maiorca B,1,1,9,17
Todd C,1,1,9,46
Fabbrichesi R,1,1,9,10
Colomer J,0,0,9,5
Veca S,0,0,9,10
Duppe T,0,0,9,14
Hills J,0,0,9,23
Aisemberg G,0,0,9,15
Ibri I,0,0,9,27
Viola T,0,0,9,20
Olteanu A,0,0,9,29
Nunez I,0,0,9,19
Zopolo A,0,0,9,8
Draper M,0,0,9,18
Cooke E,0,0,9,58
Atkins R,0,0,9,38
Vecchio M,0,0,9,8
Grattan,0,0,9,37
Hazen A,0,0,9,33
Christopoulou D,0,0,9,20
Eriksen T,0,0,9,11
Zapata M,0,0,9,6
Legg C,0,0,9,14
Cirolla A,0,0,9,6
Van,0,0,9,31
Pagani P,0,0,9,3
Polivoda A,0,0,9,6
Warkocki W,0,0,9,15
Fuhrman G,0,0,9,8
Cai X,0,0,9,4
Quito E,1,3,10,0
Gripaldo R,1,2,10,0
Timbreza F,1,2,10,0
Demeterio F,0,0,10,3
Biesta G,3,7,11,0
Freire P,7,7,11,0
White J,5,5,11,0
Gellner E,4,4,11,0
Voegelin E,3,4,11,0
Kennedy D,2,3,11,0
Laporte J,3,3,11,0
Matthews G,3,3,11,0
Bingham C,2,2,11,6
Curren R,2,2,11,0
Golding C,1,2,11,0
Gregory M,1,2,11,0
Hager P,2,2,11,0
Haynes J,2,2,11,0
Juuso H,1,2,11,0
Kohan W,1,2,11,0
Meklaren P,1,2,11,0
Peim N,2,2,11,0
Splitter L,1,2,11,0
Wolf E,2,2,11,0
Valitalo R,0,0,11,18
Caturianas D,0,0,11,7
Dordevic T,0,0,11,5
Chan W,7,8,12,16
Scholem G,4,8,12,0
Wang Y,4,8,12,0
Wolfson E,4,8,12,0
Corbin H,5,7,12,0
Dasgupta S,4,7,12,0
Wu K,5,6,12,8
Bhattacharya K,4,6,12,0
Ivanhoe P,3,6,12,0
King R,6,6,12,0
Mou Z,4,6,12,0
Sorabji R,6,6,12,0
Tu W,5,6,12,0
Elias N,5,5,12,0
Kundera M,5,5,12,0
Passmore J,5,5,12,0
Radhakrishnan S,5,5,12,0
Watson B,5,5,12,0
Zhu X,2,5,12,0
Zimmer H,5,5,12,0
Allinson R,4,4,12,0
Berlin I,4,4,12,0
Black D,3,4,12,0
Gutas D,2,4,12,0
Horn C,3,4,12,0
Legge J,2,4,12,0
Li M,2,4,12,0
Loy D,4,4,12,0
Pauen M,4,4,12,0
Sherman N,4,4,12,0
Tooley M,4,4,12,0
Van N,3,4,12,0
Muller J,3,3,12,7
Confucius,3,3,12,0
Dworkin G,3,3,12,0
Fingarette H,2,3,12,0
Fletcher J,2,3,12,0
Gardet L,2,3,12,0
Gaskins R,3,3,12,0
Guthrie W,3,3,12,0
Kellner M,2,3,12,0
Lindblom J,3,3,12,0
Mahadevan T,2,3,12,0
Mencius,1,3,12,0
Monierwilliams M,3,3,12,0
Nivison D,1,3,12,0
Polo L,3,3,12,0
Puligandla R,3,3,12,0
Randall J,3,3,12,0
Sanchez R,3,3,12,0
Shastri P,2,3,12,0
Sinari R,3,3,12,0
Slingerland E,2,3,12,0
Kaplan S,2,2,12,15
Abrams D,2,2,12,0
Alghazali A,2,2,12,0
Angle S,2,2,12,0
Avicenna,2,2,12,0
Balslev A,2,2,12,0
Benor E,1,2,12,0
Bhattacharya V,2,2,12,0
Billeter J,2,2,12,0
Brachtendorf J,2,2,12,0
Bueno G,2,2,12,0
Burgos J,2,2,12,0
Chang C,1,2,12,0
Chuang T,2,2,12,0
Coomaraswamy A,2,2,12,0
Creel H,2,2,12,0
Cua A,2,2,12,0
Dan J,1,2,12,0
Davidson H,2,2,12,0
Deutsch E,2,2,12,0
Dharmaraja,1,2,12,0
Divers J,2,2,12,0
Dumont L,2,2,12,0
Fort A,1,2,12,0
Gaudapada,1,2,12,0
Gonda J,2,2,12,0
Haas W,2,2,12,0
Halbertal M,2,2,12,0
Hallett H,2,2,12,0
Hodges W,2,2,12,0
Kochumuttom T,2,2,12,0
Lamm N,2,2,12,0
Laozi,2,2,12,0
Levy D,2,2,12,0
Liu S,2,2,12,0
Liu Z,2,2,12,0
Lubbock J,2,2,12,0
Marmura M,1,2,12,0
Mccarthy M,2,2,12,0
Mckeon R,2,2,12,0
Mullerortega P,1,2,12,0
Musalgaonkar G,1,2,12,0
Nanamoli T,2,2,12,0
Palacios M,2,2,12,0
Perez J,2,2,12,0
Pines S,2,2,12,0
Pseudo P,2,2,12,0
Rorem P,2,2,12,0
Sankara,2,2,12,0
Sharma C,2,2,12,0
Shun K,2,2,12,0
Stalnaker A,2,2,12,0
Stout J,2,2,12,0
Stump E,2,2,12,0
Vacaspatimisra,1,2,12,0
Verman M,1,2,12,0
Wallner D,1,2,12,0
Weidner D,2,2,12,0
Wu X,2,2,12,0
Yang L,2,2,12,0
Yu L,1,2,12,0
Zhou S,2,2,12,0
Burte D,1,1,12,9
Porat O,0,0,12,22
Seeman D,0,0,12,18
Pereira R,0,0,12,8
Hao C,0,0,12,7
Stanchina G,0,0,12,9
Mousavian S,0,0,12,10
Lu Y,0,0,12,39
Marcus J,0,0,12,28
Sinha D,0,0,12,10
Gokhale P,0,0,12,13
Donskis L,0,0,12,11
Tunon A,0,0,12,19
Timalsina S,0,0,12,7
Amatucci M,0,0,12,4
Holub G,0,0,12,13
Guerrero J,0,0,12,17
Sassine M,0,0,12,4
Chen X,0,0,12,6
Schutz A,105,149,13,0
Schmitz H,39,56,13,7
Kuhn T,40,43,13,0
Weber M,32,40,13,0
Plessner H,31,39,13,0
Kockelmans J,30,36,13,0
Heelan P,16,30,13,40
Bollnow O,23,28,13,6
Luhmann N,22,26,13,0
Simmel G,21,25,13,0
Berger P,20,23,13,0
Bohme G,19,23,13,0
Goethe J,19,21,13,0
Jung C,15,18,13,0
Hacking I,14,16,13,0
Wilshire B,13,14,13,5
Lonergan B,7,14,13,0
Csordas T,9,13,13,7
Bohm D,11,13,13,0
Garfinkel H,11,12,13,0
Albertazzi L,9,10,13,30
Crossley N,8,10,13,0
Sommer M,7,9,13,18
Luckmann T,9,9,13,0
Boehm G,7,8,13,0
Grathoff R,8,8,13,0
Jackson M,7,8,13,0
Lipps H,7,8,13,0
Metzger W,7,8,13,0
Williams M,6,8,13,0
Belting H,7,7,13,0
Cartwright N,7,7,13,0
Giddens A,7,7,13,0
Musil R,7,7,13,0
Pinotti A,6,7,13,0
Elberfeld R,5,6,13,17
Davis M,6,6,13,8
